108507416612,225670923,888242,618000,482974,135776,64336,42636,49414,46365,34,764464,947351731
145321664082,302652084,1123474,747997,588021,160909,64508,46737,55140,52253,27,993958,1240236835
145176548431,291724632,1083506,727665,571858,156725,64485,47044,54111,50692,29,905308,1124573948
149654601193,301534044,1111163,746062,580634,166417,64505,47597,54713,51730,43,926906,1144282025
138987733654,290027055,1098372,738143,577900,161175,64504,47089,54158,51326,24,901196,1114767173
134513828112,288764704,1086339,735883,576456,160332,64467,47252,53984,51488,34,965732,1214802866
155050109113,311648392,1104680,744716,585228,160423,64456,45972,54890,52919,44,989212,1235879678
134828760873,275113615,1018849,699168,551090,148949,64401,43713,53306,50648,26,904097,1136797686
147956800394,305262517,1095400,739411,579257,161131,64477,45498,54974,52471,35,1007387,1258958255
137772471171,276887943,996796,685042,536346,149585,64370,44005,52663,50748,54,914983,1132795601
155014675892,305826023,1070447,725062,570505,155492,64431,44952,54588,52962,24,1003575,1257626887
158585433093,311890475,1079324,730957,570086,161838,64459,45327,54754,53280,35,1077520,1351015992
142569579854,285554654,1034874,705456,551868,154563,64459,44804,53699,51464,26,970496,1213957506
147295735304,299595146,1061207,717317,569216,149065,64475,45209,54252,52387,36,1004186,1262410134
147493555972,291102456,1044209,707936,562520,146366,64458,45009,53722,51902,36,1047217,1313002633
157654341351,301633813,1038050,702228,565322,137894,64449,44569,53543,50933,46,997150,1261262157
155642786936,298312956,1044164,706079,565403,141616,64440,44930,53918,51647,25,991302,1241253834
159538353337,312999347,1074202,721387,577028,145322,64477,45609,54623,52123,35,1038667,1309525591
152465779712,290224802,1020743,694731,555505,140168,64418,44194,53287,50737,24,956533,1206514296
156683451575,308876456,1066594,720486,578037,143419,64487,45080,54258,51377,35,1018676,1274389126
147296685390,290267961,1034708,704440,565161,140273,64467,44782,53175,50338,25,974769,1222677391
146757759920,288557193,1034319,705047,563485,142508,64455,44592,53176,51179,25,1009632,1256701705
151138919333,298618885,1056945,716621,572725,144826,64446,45200,54114,51414,35,1094829,1376205019
161908997574,304288393,1063214,719001,575862,144059,64453,45130,53955,50946,24,1011917,1271271908
153244567076,293706303,1053976,715945,573110,143790,64449,45058,53489,51018,34,1062340,1340671227
143093034812,285899685,1057397,714639,573481,142125,64474,44833,53685,50127,24,1070117,1344790311
154475112484,301408331,1084068,732392,582145,151170,64479,45402,54218,51591,43,1051632,1317369746
160011493407,310012484,1101910,741160,584082,158038,64478,45598,54715,51976,36,1014971,1269216577
155958602358,294635915,1053620,715485,565601,150792,64460,44929,53696,50114,24,1015520,1281922396
159260719425,306851651,1090650,732212,581409,151814,64494,45600,54205,51367,23,1073442,1363031676
144741379134,290682364,1069586,723224,570801,153337,64462,45089,53153,50514,24,952480,1192929810
165746803965,326580206,1145564,764171,604747,160380,64500,45999,54792,52546,24,1076711,1352118705
147501913896,290876192,1064192,718801,568788,150916,64468,44726,53408,50919,25,970602,1214738656
159306340554,319440055,1121135,747864,596802,152059,64463,45338,55183,52164,34,1023236,1277883275
163215139935,330438722,1141264,758746,602314,157431,64531,46308,55091,51682,24,984419,1220277782
158222755896,329375655,1136716,753507,600888,153619,64480,46256,55359,52209,24,960533,1189824683
165763982395,328972622,1131666,752344,600402,152967,64481,46040,55506,52690,33,925101,1146565371
156908795536,318885061,1121838,744152,596362,148763,64485,46021,55547,52208,26,1008367,1262877053
154599154135,308635065,1098901,730586,586357,145216,64479,45708,54982,52014,34,904538,1123193019
164046028438,314306143,1084206,722884,579747,144103,64500,45486,54533,51175,25,1007669,1265098390
171943212053,326118475,1117116,740335,594827,146512,64496,45691,55104,52222,34,1023685,1279679144
161084982403,302831241,1060827,708564,569263,140251,64441,45104,53531,51104,23,935399,1167104143
166714035605,320904295,1121145,743073,593395,150699,64504,45563,54916,53296,35,1074333,1351040285
165820179878,315167422,1110214,736796,588736,149121,64494,45590,54426,52381,44,1063738,1334043634
168236486339,317896851,1106862,728653,581099,148531,64513,45478,54034,52713,24,1042281,1307110231
159540379171,314300452,1127251,735583,589190,147383,64511,45230,54057,52503,23,1030379,1301776923
152384374625,312676775,1139532,739190,593890,146319,64533,45578,54329,52306,24,978726,1231335686
155893476352,316691811,1136696,731485,590239,142174,64550,45743,54404,51537,24,1015327,1274648485
160012084662,31931504,1136177,729130,589145,141008,64541,45840,54347,51181,33,1013549,1274881261
159755843743,32690555,1161069,742120,598872,144279,64541,45782,54826,52365,23,1126120,1420169397
151501900685,306182612,1102842,710096,574919,136153,64538,45466,53503,50601,34,994400,1254386781
174828299086,341162531,1166413,744703,599265,146484,64554,46336,54690,51862,24,1102364,1392641296
155443887886,315171685,1125764,722404,584425,138953,64546,45894,54240,51221,34,1013907,1256636915
156163897186,323635156,1142985,731764,588591,144205,64547,46043,54705,51661,25,991394,1237525187
156686006296,317785712,1125484,723304,583687,140665,64527,45770,54239,51322,34,963772,1200397466
159261630386,322225674,1116391,715524,574110,142391,64525,46023,54623,51731,26,1082718,1375572058
159181835012,327480541,1139764,726994,586511,141506,64545,47283,54558,51767,24,1055410,1324486851
160449206692,328646842,1136928,729563,587461,143108,64536,46461,54388,52235,25,1025125,1300273817
161457415167,330800306,1136882,729945,590762,140129,64553,46187,54477,51571,26,1143858,1460163300
141862209772,291742442,1052120,684485,554008,131371,64492,45108,52275,49055,34,1075560,1383650502
152372682335,317081027,1104971,714895,577284,138549,64526,45541,53514,50663,24,1092631,1395055900
157233581883,321630233,1142658,732658,590997,142658,64635,46182,54879,52058,35,992351,1247640067
159660226227,333644672,1187845,751341,605294,147143,64740,47355,56183,53064,25,1061458,1345216793
128201663792,271745886,1013054,659234,529514,130642,64532,44272,52883,48998,34,892982,1131041996
268751038695,268046543,595654,377970,115650,262697,48037,61325,44517,45783,23,1141658,1058620665
366260585805,362074646,766579,454589,136039,318985,52527,62780,50941,50804,22,1658363,1583958441
341066069067,337020712,717779,439340,132299,307456,50856,62416,49778,49572,23,1376928,1287754377
349295028212,333391555,732517,448541,134472,314500,51097,62441,50437,50359,22,1539411,1460153270
334104635146,317212351,727085,446023,132325,314131,51094,62350,49563,50004,32,1374361,1236532338
342802569486,322918245,723896,447094,132537,314992,51075,62131,49804,50084,22,1330669,1197043978
342316881788,327219776,741728,456797,136305,320925,51831,62200,50885,50686,22,1401800,1278043392
307648390699,293616081,679808,429190,129542,300047,51012,61576,48682,49028,33,1312119,1209087168
365392286177,343389532,728129,449348,135763,314024,52384,61800,50614,50754,22,1341558,1220055267
310893240429,295219945,665627,421949,128380,293982,50945,61206,48732,48598,33,1265697,1139322520
347202467983,329480953,716103,446391,136404,310413,51572,61789,50838,50513,22,1462267,1367543659
357710593100,337629795,731058,455749,137282,318900,51750,61865,50750,51040,22,1487081,1386601269
331081231653,312374372,691319,434363,131636,303159,51563,61522,49590,49602,31,1337636,1211246855
346559287617,327356875,715549,448106,134403,314124,51461,61675,50820,50322,31,1419903,1336574682
341631329999,321381457,701009,439833,133747,306500,51809,61596,49856,49724,32,1454698,1398873733
339537606982,321809842,703473,440729,134139,307005,51847,61676,50072,49607,22,1360037,1275362326
340818661438,323252314,710587,446930,134983,312394,52014,61739,50123,49880,22,1356293,1259218870
366733831567,345654691,734520,459615,138102,321928,52360,61997,50883,50785,33,1465990,1365683330
336974111437,318093515,697660,440575,131703,309293,51962,62013,49278,49159,33,1298577,1220781125
365211475240,345025371,735149,454683,135421,319688,52872,61958,50270,50259,24,1414141,1299884454
333512715153,317593756,707228,442195,133834,308790,51831,61812,49499,49858,32,1409350,1335673602
328802844237,313999491,705629,440831,134150,307166,51780,61766,49604,49697,23,1400957,1365335785
349259411799,331197353,722561,448509,135286,313674,52092,61925,49864,50312,26,1537081,1511946042
352193052935,333393626,726910,453004,135944,317473,52054,61844,49964,50261,35,1477501,1434244598
350152194228,330540078,718612,447099,134869,312674,52326,61923,49831,49930,21,1399711,1344624750
337338969094,321446474,711378,444603,135182,309846,51963,61952,49314,49808,31,1452997,1391010940
357933223118,339362383,730586,451859,136847,315478,52238,62133,50275,50150,22,1443273,1330304993
369326093374,349725236,746155,457318,137721,320041,52664,62212,50696,51090,24,1515879,1430207378
336444407026,320003714,714769,444012,134246,310177,52460,61896,49479,49958,23,1401755,1346014985
349754109157,332458641,738773,455964,137184,319227,53301,61993,50210,50227,33,1431703,1370548151
320731494917,308725304,710076,441936,133921,308454,52545,62030,49291,49252,32,1411810,1326776663
355651881747,343877286,779833,466330,141357,325422,55188,62473,51771,50934,32,1635163,1627304217
314175979899,305136083,703384,436828,133548,303687,52530,61685,49310,49408,21,1445727,1402108703
357495349369,344940476,757331,461461,139764,322126,53903,62235,50811,50874,33,1679575,1699965668
370116407543,359298792,769443,465180,140693,324949,54281,62500,50967,51176,33,1542505,1514186658
376697893078,365599346,766997,464025,141337,323144,53758,62366,51393,51139,32,1489989,1405111474
377463307772,368301513,769511,466986,142064,325367,54271,62272,51209,51051,23,1451573,1360135437
372656483927,362625946,765274,464921,141899,323464,53948,62246,51163,50966,33,1617573,1562402369
361302382788,352807222,750804,456179,140047,316579,53918,62161,50652,50639,23,1504577,1448206763
354828585294,346982626,745583,452312,138577,314164,53482,62477,49513,50096,34,1377549,1284589044
362514982597,358906943,781136,470007,142445,328030,53950,62702,50435,51155,24,1517418,1438377551
337707176117,333350796,747523,452548,138077,314890,53323,62498,49689,49956,33,1279022,1161214529
367046633108,359349667,786379,468768,143570,325621,54496,62765,50775,51581,23,1458017,1278143053
370532864762,359061152,771179,462364,142027,320802,54063,62677,50597,51032,22,1386263,1257521452
359331432517,349631476,772523,457466,140807,317094,54011,62862,50235,50858,32,1340942,1191247285
368912249267,358529712,812043,484852,142012,343287,54336,63127,50650,50728,22,1412353,1298305359
370599583887,362150801,838986,501911,143104,359259,54827,63291,50663,50915,24,1464194,1355799495
374263037313,363790377,800198,465226,142073,323602,54456,63280,50786,50756,33,1391924,1255416951
367896811086,359192042,805790,468579,142516,326495,54496,63297,50862,50788,23,1509014,1438448807
392462298757,381289397,823930,472847,144887,328439,54624,63440,51650,51185,33,1471467,1341048958
357699560777,350467143,786668,454323,141005,313742,54299,63275,50237,50002,22,1309305,1184620431
389450842607,381965356,836434,476792,149006,328251,54877,63405,51602,51143,33,1434493,1295090965
364825535629,360644152,802931,464628,144332,320733,54205,63296,50605,50184,23,1411132,1314271540
379435938934,374225887,817384,470745,146302,324905,54650,63430,51292,50983,33,1427231,1321278771
366779686566,360465732,811627,466701,145329,321838,55258,63637,50733,50581,22,1418929,1304559097
362220884078,356682745,803395,463922,143749,320627,54332,63233,50872,50483,32,1396324,1268339981
367810923013,363153321,823627,476438,145606,331278,54376,63423,51128,51049,22,1519408,1458915894
363922812767,358637495,817624,467625,143136,324954,54523,63509,50713,50891,23,1450174,1386186255
118751328187,116574332,327393,231732,75687,156313,38957,55931,29055,30358,22,458731,424687061
378350719013,368518181,815213,468310,142948,325830,54420,63519,50652,50919,23,1478141,1388712841
334318398076,327012492,755474,444484,136255,308669,53417,63269,48182,49275,31,1387171,1340436420
364053197574,355478266,786677,457750,141176,317025,53731,63360,49982,50251,33,1511248,1469543091
374761524756,368446074,834165,470099,145138,325428,56312,63433,51561,50615,33,1380727,1314977576